From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
14-08-2022 00:00,15-08-2022 00:00,10.79,1.32,2.78,22.09,65.71,26.41,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-08-2022 00:00,16-08-2022 00:00,9.36,1.36,3.53,15.73,48.55,20.2,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-08-2022 00:00,17-08-2022 00:00,10.19,1.25,3.55,13,51.7,16.93,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-08-2022 00:00,18-08-2022 00:00,8.34,0.89,2.64,15.91,45.24,12.81,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-08-2022 00:00,19-08-2022 00:00,12.7,0.36,2.85,20.41,55.68,18.22,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-08-2022 00:00,20-08-2022 00:00,12.46,0.24,2.85,16.66,54.95,16.39,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-08-2022 00:00,21-08-2022 00:00,9.43,0.5,3.13,27.23,94.8,31.65,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-08-2022 00:00,22-08-2022 00:00,8.81,0.41,3.02,23.39,134.4,49.91,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-08-2022 00:00,23-08-2022 00:00,13.37,0.33,3.43,18.83,110,36.82,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-08-2022 00:00,24-08-2022 00:00,13.54,0.27,3.34,13.8,70.76,26.3,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-08-2022 00:00,25-08-2022 00:00,7.63,0.34,3.34,18.92,66.48,22.97,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-08-2022 00:00,26-08-2022 00:00,21.19,0.37,3.61,25.22,104.2,35.53,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-08-2022 00:00,27-08-2022 00:00,11.59,1.15,3.14,21.71,112.32,35,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
27-08-2022 00:00,28-08-2022 00:00,11.85,1.16,3.45,17.18,113.83,34.83,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
28-08-2022 00:00,29-08-2022 00:00,10.39,1.35,3.29,19.07,144.41,36.09,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
29-08-2022 00:00,30-08-2022 00:00,17.67,1.2,3.13,22.2,145.77,39.22,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
30-08-2022 00:00,31-08-2022 00:00,15.07,1.49,3.32,31.41,133.22,48.89,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
31-08-2022 00:00,01-09-2022 00:00,14.09,1.44,3.4,24.72,126.64,42.01,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
01-09-2022 00:00,02-09-2022 00:00,15.49,1.35,3,26.2,116.46,42.6,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
02-09-2022 00:00,03-09-2022 00:00,11.42,1.77,3.74,32.51,129.25,44.2,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
03-09-2022 00:00,04-09-2022 00:00,9.6,1.37,3.73,21.91,111.02,31.52,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
04-09-2022 00:00,05-09-2022 00:00,12.18,1.4,3.97,19.64,81.4,21.22,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
05-09-2022 00:00,06-09-2022 00:00,16.45,1.31,3.55,20.54,88.54,22.36,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
06-09-2022 00:00,07-09-2022 00:00,15.32,0.9,4.01,23.45,131.02,36.27,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
07-09-2022 00:00,08-09-2022 00:00,23.39,0.83,5.36,26.69,130.1,42.07,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
08-09-2022 00:00,09-09-2022 00:00,25.07,0.83,5.07,30.26,157.58,62.78,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
09-09-2022 00:00,10-09-2022 00:00,20.82,0.78,4.27,23.63,131.91,57.24,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
10-09-2022 00:00,11-09-2022 00:00,10.73,0.76,4.48,22.68,103.05,53.4,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
11-09-2022 00:00,12-09-2022 00:00,13.51,0.79,4.07,20.05,79.7,32.24,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
12-09-2022 00:00,13-09-2022 00:00,15.04,0.79,4.39,18.89,76.53,25.68,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
13-09-2022 00:00,14-09-2022 00:00,8.34,0.64,4.82,17.05,59.21,13.94,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
14-09-2022 00:00,15-09-2022 00:00,9.84,0.68,4.73,16.71,51.75,15.35,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-09-2022 00:00,16-09-2022 00:00,9.36,0.66,4.6,15.16,38.36,15.46,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-09-2022 00:00,17-09-2022 00:00,5.16,0.98,4.14,17.56,28.06,12.76,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-09-2022 00:00,18-09-2022 00:00,16.5,0.77,4.31,20.31,97.12,32.49,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-09-2022 00:00,19-09-2022 00:00,21.22,0.99,4.87,24.72,130.91,46.21,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-09-2022 00:00,20-09-2022 00:00,13.02,1.06,4.19,29.45,184.77,74.53,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-09-2022 00:00,21-09-2022 00:00,26.5,1.14,5.26,26.08,134.5,52.71,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-09-2022 00:00,22-09-2022 00:00,10.97,0.85,4.67,25.1,109.95,45.91,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-09-2022 00:00,23-09-2022 00:00,6.51,0.94,4.24,20.32,49.84,27.66,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-09-2022 00:00,24-09-2022 00:00,5,0.88,3.89,23.06,52.75,33.12,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-09-2022 00:00,25-09-2022 00:00,4.18,0.7,4.14,17.14,36.2,26.43,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-09-2022 00:00,26-09-2022 00:00,9.16,0.82,3.85,17.99,27.57,21.89,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-09-2022 00:00,27-09-2022 00:00,18.22,0.87,4.01,22.35,79.51,48.54,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
27-09-2022 00:00,28-09-2022 00:00,12.16,1.01,4.21,23.12,95.42,41.36,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
28-09-2022 00:00,29-09-2022 00:00,13.75,1.07,4.26,25.39,129.87,54.34,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
29-09-2022 00:00,30-09-2022 00:00,16.2,0.98,4.37,26.13,126.11,63.33,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
30-09-2022 00:00,01-10-2022 00:00,11.04,1.04,4.65,32.99,147.04,83.43,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
01-10-2022 00:00,02-10-2022 00:00,18.52,1.24,4.55,30.48,161.39,86.16,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
02-10-2022 00:00,03-10-2022 00:00,17.74,1.07,4.85,28.56,147.36,71.16,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
03-10-2022 00:00,04-10-2022 00:00,16.09,0.68,4.89,23.69,110.03,41.09,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
04-10-2022 00:00,05-10-2022 00:00,23.63,0.98,6.5,31.16,146.3,63.15,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
05-10-2022 00:00,06-10-2022 00:00,19.75,0.76,5.1,29.88,171.29,98.03,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
06-10-2022 00:00,07-10-2022 00:00,7.67,0.51,4.21,12.01,38.55,14.14,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
07-10-2022 00:00,08-10-2022 00:00,6.38,0.64,4.82,16.27,37.94,20.38,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
08-10-2022 00:00,09-10-2022 00:00,4.18,0.53,4.99,16.6,21.33,10.96,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
09-10-2022 00:00,10-10-2022 00:00,7.97,0.56,5.15,16.11,,7.58,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
10-10-2022 00:00,11-10-2022 00:00,3.43,0.62,4.42,15.87,25.75,14.27,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
11-10-2022 00:00,12-10-2022 00:00,9.48,1.4,5.14,24.65,80.43,38.68,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
12-10-2022 00:00,13-10-2022 00:00,16.33,0.46,4.23,26.34,130.4,67.04,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
13-10-2022 00:00,14-10-2022 00:00,20.27,0.48,4.76,26.04,117.02,48.94,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
14-10-2022 00:00,15-10-2022 00:00,23.45,0.88,5.27,30.61,157.98,71.85,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-10-2022 00:00,16-10-2022 00:00,24.32,1.42,5.62,32.19,188.97,90.1,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-10-2022 00:00,17-10-2022 00:00,30.74,1.42,7.27,34.17,213.7,102.86,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-10-2022 00:00,18-10-2022 00:00,27.87,1.62,6.17,41.01,217.27,102.43,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-10-2022 00:00,19-10-2022 00:00,23.28,1.54,7.26,41.45,207.28,94.21,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-10-2022 00:00,20-10-2022 00:00,25.54,1.71,5.54,40.59,234.45,95.85,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-10-2022 00:00,21-10-2022 00:00,28.41,2.16,5.09,47.2,256.96,109.09,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-10-2022 00:00,22-10-2022 00:00,26.43,2.1,6.24,56.75,237.41,101.1,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-10-2022 00:00,23-10-2022 00:00,16.4,1.84,4.81,39.13,249.32,120.96,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-10-2022 00:00,24-10-2022 00:00,34.07,1.81,5.12,44.13,219.38,125.86,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-10-2022 00:00,25-10-2022 00:00,51.64,1.29,7.7,36.03,268.33,169.3,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-10-2022 00:00,26-10-2022 00:00,27.5,1.43,8.57,33.31,270.59,149.83,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-10-2022 00:00,27-10-2022 00:00,28.32,1.38,5.63,42.74,241.99,139.85,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
27-10-2022 00:00,28-10-2022 00:00,25.66,1.74,5.01,46.26,287.01,180.27,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
28-10-2022 00:00,29-10-2022 00:00,24.31,1.77,7.24,57.33,327.25,202.49,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
29-10-2022 00:00,30-10-2022 00:00,25.8,2.29,5.09,45.83,346.16,229.59,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
30-10-2022 00:00,31-10-2022 00:00,25.48,2.44,4.92,44.17,309.51,190.47,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
31-10-2022 00:00,01-11-2022 00:00,16.9,1.9,5.17,59.26,356.88,248.39,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
01-11-2022 00:00,02-11-2022 00:00,25.42,1.62,4.8,62.43,395.33,261.05,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
02-11-2022 00:00,03-11-2022 00:00,24.04,1.85,4.68,47,404.96,261.88,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
03-11-2022 00:00,04-11-2022 00:00,25.46,1.62,4.48,55.08,549.49,422.66,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
04-11-2022 00:00,05-11-2022 00:00,0.99,2.39,4.56,58.61,479.93,341.19,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
05-11-2022 00:00,06-11-2022 00:00,1.86,1.55,3.9,35.94,309.64,208.22,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
06-11-2022 00:00,07-11-2022 00:00,2.03,1.48,4.15,37.77,278.35,182.06,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
07-11-2022 00:00,08-11-2022 00:00,16.32,2.25,6.56,51.84,294.13,152.71,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
08-11-2022 00:00,09-11-2022 00:00,14.08,1.59,4.73,34.19,365.55,264.1,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
09-11-2022 00:00,10-11-2022 00:00,19.41,1.35,5.93,41.45,178.78,91.26,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
10-11-2022 00:00,11-11-2022 00:00,22.38,1.61,4.28,37.78,246.01,151.85,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
11-11-2022 00:00,12-11-2022 00:00,18.93,1.41,4.53,32.75,303.64,223.41,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
12-11-2022 00:00,13-11-2022 00:00,22.55,1.09,5.86,35.4,283.76,210.28,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
13-11-2022 00:00,14-11-2022 00:00,18.08,1.81,6.82,42.21,234.89,163.99,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
14-11-2022 00:00,15-11-2022 00:00,23.07,1.86,5.31,42.28,224.58,135.42,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-11-2022 00:00,16-11-2022 00:00,17.71,1.57,6.01,45.43,191.26,90.71,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-11-2022 00:00,17-11-2022 00:00,18.75,1.34,6.77,34.37,188.17,116.85,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-11-2022 00:00,18-11-2022 00:00,19.46,1.52,4.81,33.9,202.76,134.86,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-11-2022 00:00,19-11-2022 00:00,20.79,1.29,6.33,38.33,237.2,145.71,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-11-2022 00:00,20-11-2022 00:00,20.8,1.81,5.67,47.21,248.36,137.42,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-11-2022 00:00,21-11-2022 00:00,21.12,1.73,5.81,43.88,261.16,168.98,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-11-2022 00:00,22-11-2022 00:00,17.95,1.54,5.51,42.8,232.78,150.51,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-11-2022 00:00,23-11-2022 00:00,20.42,1.06,6.18,38.12,196.68,117.15,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-11-2022 00:00,24-11-2022 00:00,19.06,1.07,5.8,37.77,181.23,100.3,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-11-2022 00:00,25-11-2022 00:00,19.67,1.1,5.85,40.18,183.28,99.67,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-11-2022 00:00,26-11-2022 00:00,21.33,1.4,5.77,52.14,258.68,141.64,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-11-2022 00:00,27-11-2022 00:00,23.64,2.26,6.53,49.41,298.12,192.54,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
27-11-2022 00:00,28-11-2022 00:00,20.83,1.84,5.92,47.82,266.53,176.95,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
28-11-2022 00:00,29-11-2022 00:00,17.01,1.57,5.84,58.7,299.18,187.86,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
29-11-2022 00:00,30-11-2022 00:00,17.75,2.21,5.82,60.86,333.32,216.91,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
30-11-2022 00:00,01-12-2022 00:00,17.98,2.32,5.12,50.48,306.6,198.04,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
01-12-2022 00:00,02-12-2022 00:00,21.94,2.56,5.12,46.9,323.62,217.6,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
02-12-2022 00:00,03-12-2022 00:00,16.25,1.4,5.05,53.67,292.47,184.37,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
03-12-2022 00:00,04-12-2022 00:00,17.46,1.49,4.92,57.35,348.03,228.39,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
04-12-2022 00:00,05-12-2022 00:00,18.66,2.21,3.64,44.16,311.52,225.51,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
05-12-2022 00:00,06-12-2022 00:00,16.53,1.91,5.63,44.58,262.06,188.36,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
06-12-2022 00:00,07-12-2022 00:00,15.06,1.53,5.39,40.47,272.65,203.45,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
07-12-2022 00:00,08-12-2022 00:00,15.9,1.39,5.08,31.5,206.86,138.48,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
08-12-2022 00:00,09-12-2022 00:00,15.77,1.93,5.58,39.46,217.59,137.18,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
09-12-2022 00:00,10-12-2022 00:00,17.75,1.92,6.15,44.38,273.84,168.98,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
10-12-2022 00:00,11-12-2022 00:00,8.08,2.03,5.07,47.65,340.07,224.23,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
11-12-2022 00:00,12-12-2022 00:00,11.08,1.57,5.12,36.01,222.72,145.95,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
12-12-2022 00:00,13-12-2022 00:00,10.67,1.45,4.5,33.63,179.64,97.89,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
13-12-2022 00:00,14-12-2022 00:00,15.9,1.02,3.91,26.56,138.34,66.25,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
14-12-2022 00:00,15-12-2022 00:00,18.72,0.88,4.45,17.73,136.9,79.57,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-12-2022 00:00,16-12-2022 00:00,21.63,1.13,7.12,36.2,178.87,87.29,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-12-2022 00:00,17-12-2022 00:00,14.82,1.91,5.2,35.48,182.58,109.22,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-12-2022 00:00,18-12-2022 00:00,14.8,1.97,4.72,37.83,228.08,152.62,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-12-2022 00:00,19-12-2022 00:00,16.09,2.17,5.04,40.92,355.05,263.05,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-12-2022 00:00,20-12-2022 00:00,18.36,2.32,6.31,46.16,345.16,220.08,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-12-2022 00:00,21-12-2022 00:00,13.36,2.28,4.6,39.63,319.26,233.25,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-12-2022 00:00,22-12-2022 00:00,7.78,1.65,3.82,30.1,297.69,200.2,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-12-2022 00:00,23-12-2022 00:00,8.69,2.09,5.47,39.22,358.85,229.52,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-12-2022 00:00,24-12-2022 00:00,11.5,1.98,6.99,46.23,348.07,256.98,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-12-2022 00:00,25-12-2022 00:00,10.66,1.51,7.07,37.37,248.66,183.6,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-12-2022 00:00,26-12-2022 00:00,10,1.21,6.41,30.52,264.5,192.92,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-12-2022 00:00,27-12-2022 00:00,4.73,1.64,6.3,33.75,313.79,232.44,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
27-12-2022 00:00,28-12-2022 00:00,10.98,1.76,6.08,34.89,244.29,201.12,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
28-12-2022 00:00,29-12-2022 00:00,15.96,1.34,7.26,35.47,225.58,163.06,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
29-12-2022 00:00,30-12-2022 00:00,16.73,1.65,7.39,48.74,314.88,219.41,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
30-12-2022 00:00,31-12-2022 00:00,10.49,1.7,6.67,38.49,356.58,272.03,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
31-12-2022 00:00,01-01-2023 00:00,11.95,0.82,6.04,27.29,235.34,178.14,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
01-01-2023 00:00,02-01-2023 00:00,17.72,1.28,7.34,29.06,195.44,131.03,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
02-01-2023 00:00,03-01-2023 00:00,19.04,0.95,5.89,35.54,326.35,260.7,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
03-01-2023 00:00,04-01-2023 00:00,7.45,0.75,10.12,29.92,345.45,259.62,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
04-01-2023 00:00,05-01-2023 00:00,10.65,1.08,6.99,28.68,274.32,194.26,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
05-01-2023 00:00,06-01-2023 00:00,7.78,1.11,6.38,32.14,306.23,227.51,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
06-01-2023 00:00,07-01-2023 00:00,6.14,0.98,6.94,37.67,433.62,285.62,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
07-01-2023 00:00,08-01-2023 00:00,6.63,1.23,9.45,35.41,395.29,249.6,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
08-01-2023 00:00,09-01-2023 00:00,9.02,1.07,6.57,30.32,375.48,280.89,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
09-01-2023 00:00,10-01-2023 00:00,5.73,1.31,6.4,45.23,522.17,417.19,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
10-01-2023 00:00,11-01-2023 00:00,8.21,1.22,6.09,30.4,343.73,260.19,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
11-01-2023 00:00,12-01-2023 00:00,10.54,0.78,6.15,28.38,249.76,177.82,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
12-01-2023 00:00,13-01-2023 00:00,11.75,0.96,6.35,25.48,270.84,195.59,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
13-01-2023 00:00,14-01-2023 00:00,13.16,1.02,6.47,28.54,288.55,218.69,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
14-01-2023 00:00,15-01-2023 00:00,19.37,0.71,6.07,22.63,210.29,152.46,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
15-01-2023 00:00,16-01-2023 00:00,19.27,1.16,6.93,30.04,174.28,93.76,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
16-01-2023 00:00,17-01-2023 00:00,18.86,0.91,4.99,36.38,245.29,145.14,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
17-01-2023 00:00,18-01-2023 00:00,16.72,1.13,4.54,37.58,248.78,153.12,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
18-01-2023 00:00,19-01-2023 00:00,19.68,0.92,5.59,41.91,296.34,173.07,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
19-01-2023 00:00,20-01-2023 00:00,17.47,0.74,7.34,49.25,338.82,219.75,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
20-01-2023 00:00,21-01-2023 00:00,23.24,0.41,5.73,23.86,146.41,97.38,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
21-01-2023 00:00,22-01-2023 00:00,19.07,1.14,5.89,41.01,291.56,202.91,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
22-01-2023 00:00,23-01-2023 00:00,18.59,1.1,6.85,42.12,339.15,253.4,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
23-01-2023 00:00,24-01-2023 00:00,17.25,1.54,6.99,41.96,250.41,159.83,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
24-01-2023 00:00,25-01-2023 00:00,12.58,0.99,4.91,25.62,134.72,84.48,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
25-01-2023 00:00,26-01-2023 00:00,7.08,1.46,5.09,27.15,156.51,103.5,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
26-01-2023 00:00,27-01-2023 00:00,10.25,1.16,4.46,20.64,183.69,146.73,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC"
