From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
29-05-2023 00:00,30-05-2023 00:00,46.36,1.11,7.02,59.9,118.1,43.66,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
30-05-2023 00:00,31-05-2023 00:00,49.75,0.99,6.23,61.68,90.6,42.34,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
31-05-2023 00:00,01-06-2023 00:00,43.88,0.96,6.54,55.92,66.01,27.52,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
01-06-2023 00:00,02-06-2023 00:00,60.86,0.9,5.36,58.82,91.74,41.74,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
02-06-2023 00:00,03-06-2023 00:00,67.48,0.89,7.32,54.04,99.32,38.51,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
03-06-2023 00:00,04-06-2023 00:00,67.99,1.06,9.8,54.51,101.8,44.64,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
04-06-2023 00:00,05-06-2023 00:00,71.96,0.94,8.94,60.82,176.77,80.35,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
05-06-2023 00:00,06-06-2023 00:00,98.48,1.05,7.52,49.35,110.32,54.3,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
06-06-2023 00:00,07-06-2023 00:00,104.95,0.84,4.11,54.55,139.51,67.54,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
07-06-2023 00:00,08-06-2023 00:00,91.79,1.04,4.19,49.38,244.47,60.31,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
08-06-2023 00:00,09-06-2023 00:00,59.74,1.06,5.48,57.78,148.52,43.64,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
09-06-2023 00:00,10-06-2023 00:00,77.1,0.83,4.64,52.14,140.8,35.66,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
10-06-2023 00:00,11-06-2023 00:00,66.8,0.84,5.69,50.26,149.21,33.29,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
11-06-2023 00:00,12-06-2023 00:00,97.35,0.87,4.66,49.58,153.53,52.38,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
12-06-2023 00:00,13-06-2023 00:00,100.01,0.93,5.34,49.2,184.01,69.66,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
13-06-2023 00:00,14-06-2023 00:00,54.91,0.79,5.2,45.79,270.85,90.62,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
14-06-2023 00:00,15-06-2023 00:00,63.53,0.75,5.47,42.51,233.16,70.02,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
15-06-2023 00:00,16-06-2023 00:00,68.72,0.84,4.3,44.26,153.11,52.24,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
16-06-2023 00:00,17-06-2023 00:00,54.46,1.02,8.87,46.07,114.31,39.53,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
17-06-2023 00:00,18-06-2023 00:00,42.01,0.89,12.88,46.47,95.93,15.77,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
18-06-2023 00:00,19-06-2023 00:00,48.28,0.87,10.53,45.98,113.51,14.81,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
19-06-2023 00:00,20-06-2023 00:00,29.62,0.98,10.96,41.92,71.24,11.02,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
20-06-2023 00:00,21-06-2023 00:00,46.84,0.97,10.96,44.89,104.17,18.94,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
21-06-2023 00:00,22-06-2023 00:00,50.68,0.91,9.05,46.69,104.94,16.85,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
22-06-2023 00:00,23-06-2023 00:00,35.3,1.04,8.2,45.31,114.33,18.72,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
23-06-2023 00:00,24-06-2023 00:00,39.48,0.99,8.66,43.46,136.61,23.83,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
24-06-2023 00:00,25-06-2023 00:00,46.2,1.03,7.91,47.58,139.11,25.79,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
25-06-2023 00:00,26-06-2023 00:00,42.16,0.97,5.72,41.95,60.25,11.62,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
26-06-2023 00:00,27-06-2023 00:00,45.22,1.01,6.94,43.09,90.3,15.86,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
27-06-2023 00:00,28-06-2023 00:00,40.78,1.03,8.48,44.78,84.25,15.16,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
28-06-2023 00:00,29-06-2023 00:00,41.4,0.99,8.32,41.49,88.94,14.38,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
29-06-2023 00:00,30-06-2023 00:00,44.5,0.94,9.09,40.06,99.13,20.06,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
30-06-2023 00:00,01-07-2023 00:00,50.59,0.99,8.18,41.37,53.67,8.62,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
01-07-2023 00:00,02-07-2023 00:00,52.74,0.91,17.79,41.51,59.49,10.71,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
02-07-2023 00:00,03-07-2023 00:00,36.72,0.94,17.62,40.33,61.7,16,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
03-07-2023 00:00,04-07-2023 00:00,47,1.01,9.18,43.89,158.93,71.86,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
04-07-2023 00:00,05-07-2023 00:00,32.27,0.99,14.21,56.04,117.1,44.8,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
05-07-2023 00:00,06-07-2023 00:00,31.46,0.98,12.75,50.45,83.1,35.55,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
06-07-2023 00:00,07-07-2023 00:00,26.95,0.93,9.9,49.66,56.72,27.14,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
07-07-2023 00:00,08-07-2023 00:00,21.52,0.92,8.01,50.83,69.11,30.62,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
08-07-2023 00:00,09-07-2023 00:00,23.48,0.99,9.61,45.18,47.93,26.05,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
09-07-2023 00:00,10-07-2023 00:00,15.25,0.93,7.54,40.36,49.09,23.93,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
10-07-2023 00:00,11-07-2023 00:00,23.14,1.01,6.37,42.37,52.37,21.52,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
11-07-2023 00:00,12-07-2023 00:00,23.17,1.02,6.96,43.83,78.61,36.83,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
12-07-2023 00:00,13-07-2023 00:00,41.84,0.97,8.14,44.99,64.88,29.74,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
13-07-2023 00:00,14-07-2023 00:00,29.64,0.92,7.59,45.19,79.56,36.38,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
14-07-2023 00:00,15-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
15-07-2023 00:00,16-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
16-07-2023 00:00,17-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
17-07-2023 00:00,18-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
18-07-2023 00:00,19-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
19-07-2023 00:00,20-07-2023 00:00,,,,,,,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
20-07-2023 00:00,21-07-2023 00:00,37.96,1.02,10.12,47.98,86.69,31.05,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
21-07-2023 00:00,22-07-2023 00:00,19.46,0.96,11.43,44.86,97.22,40.03,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
22-07-2023 00:00,23-07-2023 00:00,22.85,0.89,12.78,43.97,78.52,32.49,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
23-07-2023 00:00,24-07-2023 00:00,22.24,0.89,11.82,44.49,64.14,23.77,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
24-07-2023 00:00,25-07-2023 00:00,21.48,0.88,11.82,45.32,68.71,26.86,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
25-07-2023 00:00,26-07-2023 00:00,28.55,0.99,13.39,46.3,84.27,38.09,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
26-07-2023 00:00,27-07-2023 00:00,22.33,1.04,9.65,47.75,55.48,19.08,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
27-07-2023 00:00,28-07-2023 00:00,34.23,0.98,9.86,48.12,78.66,29.73,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
28-07-2023 00:00,29-07-2023 00:00,51.66,0.94,6.57,44.95,63.54,26.51,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
29-07-2023 00:00,30-07-2023 00:00,14.89,0.82,9.37,37.6,47.46,10.49,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
30-07-2023 00:00,31-07-2023 00:00,25.43,0.86,7.07,40.31,49.83,26.46,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
31-07-2023 00:00,31-07-2023 00:00,3.5,1,,38.2,86,48,Delhi,Delhi,"Mandir Marg, Delhi - DPCC"
01-08-2021 00:00,02-08-2021 00:00,43.43,0.86,9.56,31.39,41,23.8,Delhi,Delhi,"R K Puram, Delhi - DPCC"
02-08-2021 00:00,03-08-2021 00:00,44.87,0.85,9.4,34.4,68.39,34.88,Delhi,Delhi,"R K Puram, Delhi - DPCC"
03-08-2021 00:00,04-08-2021 00:00,48.02,0.37,7.64,6.14,74.83,30.21,Delhi,Delhi,"R K Puram, Delhi - DPCC"
04-08-2021 00:00,05-08-2021 00:00,50.03,0.53,9.34,10.91,59.68,24.82,Delhi,Delhi,"R K Puram, Delhi - DPCC"
05-08-2021 00:00,06-08-2021 00:00,52.05,0.59,14.05,9.31,77.29,42.1,Delhi,Delhi,"R K Puram, Delhi - DPCC"
06-08-2021 00:00,07-08-2021 00:00,45.22,0.61,11.37,8.83,79,50.43,Delhi,Delhi,"R K Puram, Delhi - DPCC"
07-08-2021 00:00,08-08-2021 00:00,26.43,0.69,10.22,6.88,59.27,37.48,Delhi,Delhi,"R K Puram, Delhi - DPCC"
08-08-2021 00:00,09-08-2021 00:00,25.88,0.7,11.35,6.82,60.12,35.29,Delhi,Delhi,"R K Puram, Delhi - DPCC"
09-08-2021 00:00,10-08-2021 00:00,33.82,0.54,11.31,5.62,63.82,42.82,Delhi,Delhi,"R K Puram, Delhi - DPCC"
10-08-2021 00:00,11-08-2021 00:00,35.58,0.61,10.5,6.59,70.06,50.37,Delhi,Delhi,"R K Puram, Delhi - DPCC"
11-08-2021 00:00,12-08-2021 00:00,39.53,0.5,11.22,10.07,75.33,41.77,Delhi,Delhi,"R K Puram, Delhi - DPCC"
12-08-2021 00:00,13-08-2021 00:00,44.18,0.77,10.59,10.28,106.62,41.65,Delhi,Delhi,"R K Puram, Delhi - DPCC"
13-08-2021 00:00,14-08-2021 00:00,48.46,0.67,11.47,9.03,113.68,43.04,Delhi,Delhi,"R K Puram, Delhi - DPCC"
14-08-2021 00:00,15-08-2021 00:00,50.14,0.73,11.83,8.32,116.91,36.3,Delhi,Delhi,"R K Puram, Delhi - DPCC"
15-08-2021 00:00,16-08-2021 00:00,53.46,0.75,12.16,9.48,124.55,43.75,Delhi,Delhi,"R K Puram, Delhi - DPCC"
16-08-2021 00:00,17-08-2021 00:00,51.95,0.91,11.46,4.59,132.67,49.84,Delhi,Delhi,"R K Puram, Delhi - DPCC"
17-08-2021 00:00,18-08-2021 00:00,51.23,0.84,12.71,5.53,157.72,50.06,Delhi,Delhi,"R K Puram, Delhi - DPCC"
18-08-2021 00:00,19-08-2021 00:00,49.07,1.04,12.39,6.12,161.97,57.28,Delhi,Delhi,"R K Puram, Delhi - DPCC"
19-08-2021 00:00,20-08-2021 00:00,47.29,0.95,12.51,7.24,172.67,69.12,Delhi,Delhi,"R K Puram, Delhi - DPCC"
20-08-2021 00:00,21-08-2021 00:00,38.49,0.74,11.56,4.25,87.49,37.08,Delhi,Delhi,"R K Puram, Delhi - DPCC"
21-08-2021 00:00,22-08-2021 00:00,29.92,0.61,10.76,3.28,47.94,20,Delhi,Delhi,"R K Puram, Delhi - DPCC"
22-08-2021 00:00,23-08-2021 00:00,39.84,0.9,10.45,2.2,61.7,25.1,Delhi,Delhi,"R K Puram, Delhi - DPCC"
23-08-2021 00:00,24-08-2021 00:00,40.04,0.81,9.91,3.42,60.36,27.75,Delhi,Delhi,"R K Puram, Delhi - DPCC"
24-08-2021 00:00,25-08-2021 00:00,30.22,0.94,9.84,4.14,90.71,32.87,Delhi,Delhi,"R K Puram, Delhi - DPCC"
25-08-2021 00:00,26-08-2021 00:00,34.95,0.8,9.41,3.53,100.9,36.88,Delhi,Delhi,"R K Puram, Delhi - DPCC"
26-08-2021 00:00,27-08-2021 00:00,36.73,0.95,7.33,8.28,118.28,37.75,Delhi,Delhi,"R K Puram, Delhi - DPCC"
27-08-2021 00:00,28-08-2021 00:00,38.61,0.81,10.54,29.82,161.58,50.04,Delhi,Delhi,"R K Puram, Delhi - DPCC"
28-08-2021 00:00,29-08-2021 00:00,46.91,0.48,9.13,6.96,170.21,53.02,Delhi,Delhi,"R K Puram, Delhi - DPCC"
29-08-2021 00:00,30-08-2021 00:00,43.55,0.42,8.66,2.56,116.07,50.52,Delhi,Delhi,"R K Puram, Delhi - DPCC"
30-08-2021 00:00,31-08-2021 00:00,48.89,0.34,9.32,2.81,79.39,26.79,Delhi,Delhi,"R K Puram, Delhi - DPCC"
31-08-2021 00:00,01-09-2021 00:00,30.24,0.42,9.77,3.35,49.42,16.88,Delhi,Delhi,"R K Puram, Delhi - DPCC"
01-09-2021 00:00,02-09-2021 00:00,28,0.56,9.67,4.9,44.16,15.99,Delhi,Delhi,"R K Puram, Delhi - DPCC"
02-09-2021 00:00,03-09-2021 00:00,36.15,0.81,8.68,4.11,60.33,21.27,Delhi,Delhi,"R K Puram, Delhi - DPCC"
03-09-2021 00:00,04-09-2021 00:00,36.83,0.5,10.18,6.18,52.69,25.46,Delhi,Delhi,"R K Puram, Delhi - DPCC"
04-09-2021 00:00,05-09-2021 00:00,26.18,0.63,10.4,5.69,57.79,24.29,Delhi,Delhi,"R K Puram, Delhi - DPCC"
05-09-2021 00:00,06-09-2021 00:00,44.39,0.87,9.54,4.79,77.02,41.8,Delhi,Delhi,"R K Puram, Delhi - DPCC"
06-09-2021 00:00,07-09-2021 00:00,33.55,0.74,13.54,4.23,94.41,62.97,Delhi,Delhi,"R K Puram, Delhi - DPCC"
07-09-2021 00:00,08-09-2021 00:00,64.43,0.61,12.73,3.48,89.31,29.73,Delhi,Delhi,"R K Puram, Delhi - DPCC"
08-09-2021 00:00,09-09-2021 00:00,39.41,0.37,10.29,3.68,71.91,27.36,Delhi,Delhi,"R K Puram, Delhi - DPCC"
09-09-2021 00:00,10-09-2021 00:00,44.65,0.47,11.57,4.42,80.54,28.13,Delhi,Delhi,"R K Puram, Delhi - DPCC"
10-09-2021 00:00,11-09-2021 00:00,39.26,0.37,11.86,5.78,59.17,25.33,Delhi,Delhi,"R K Puram, Delhi - DPCC"
11-09-2021 00:00,12-09-2021 00:00,39.8,0.26,9.61,6.45,24.29,15.48,Delhi,Delhi,"R K Puram, Delhi - DPCC"
12-09-2021 00:00,13-09-2021 00:00,34.9,1.08,13.14,2.81,55.77,9.32,Delhi,Delhi,"R K Puram, Delhi - DPCC"
13-09-2021 00:00,14-09-2021 00:00,41.97,0.54,16.25,3.57,75.53,22.66,Delhi,Delhi,"R K Puram, Delhi - DPCC"
14-09-2021 00:00,15-09-2021 00:00,44.98,0.42,17.98,6.79,94.57,27.45,Delhi,Delhi,"R K Puram, Delhi - DPCC"
15-09-2021 00:00,16-09-2021 00:00,38.87,0.78,14.2,8.13,56.51,25.53,Delhi,Delhi,"R K Puram, Delhi - DPCC"
16-09-2021 00:00,17-09-2021 00:00,30.83,0.45,9.54,3.99,48.84,19.49,Delhi,Delhi,"R K Puram, Delhi - DPCC"
17-09-2021 00:00,18-09-2021 00:00,38.6,0.44,10.25,6.64,67.64,20.48,Delhi,Delhi,"R K Puram, Delhi - DPCC"
18-09-2021 00:00,19-09-2021 00:00,44.1,0.45,11.66,9.88,84.04,52,Delhi,Delhi,"R K Puram, Delhi - DPCC"
19-09-2021 00:00,20-09-2021 00:00,47.62,0.4,10.1,4.19,68.27,27.2,Delhi,Delhi,"R K Puram, Delhi - DPCC"
20-09-2021 00:00,21-09-2021 00:00,49.3,0.59,11.29,4.31,71.3,23.96,Delhi,Delhi,"R K Puram, Delhi - DPCC"
21-09-2021 00:00,22-09-2021 00:00,47.58,0.32,10.2,4.48,75.3,18.07,Delhi,Delhi,"R K Puram, Delhi - DPCC"
22-09-2021 00:00,23-09-2021 00:00,43.45,0.32,9.22,4.96,65.95,16.29,Delhi,Delhi,"R K Puram, Delhi - DPCC"
23-09-2021 00:00,24-09-2021 00:00,49.64,0.33,10.7,3.52,76.8,18.23,Delhi,Delhi,"R K Puram, Delhi - DPCC"
24-09-2021 00:00,25-09-2021 00:00,39.01,0.42,11.57,6.1,70.57,17.32,Delhi,Delhi,"R K Puram, Delhi - DPCC"
25-09-2021 00:00,26-09-2021 00:00,47.07,0.53,10.53,6.53,105.26,31.33,Delhi,Delhi,"R K Puram, Delhi - DPCC"
26-09-2021 00:00,27-09-2021 00:00,53.31,0.38,10.08,3.62,81.95,35.72,Delhi,Delhi,"R K Puram, Delhi - DPCC"
27-09-2021 00:00,28-09-2021 00:00,44.54,0.64,11.19,6.14,108.64,54.56,Delhi,Delhi,"R K Puram, Delhi - DPCC"
28-09-2021 00:00,29-09-2021 00:00,48.01,0.38,9.84,7.21,105.59,47.58,Delhi,Delhi,"R K Puram, Delhi - DPCC"
29-09-2021 00:00,30-09-2021 00:00,48,0.38,9.58,3.88,74.31,33.04,Delhi,Delhi,"R K Puram, Delhi - DPCC"
30-09-2021 00:00,01-10-2021 00:00,49.79,0.53,11,17.05,72.41,38.43,Delhi,Delhi,"R K Puram, Delhi - DPCC"
01-10-2021 00:00,02-10-2021 00:00,44.35,0.84,14.07,35.68,88.16,45.86,Delhi,Delhi,"R K Puram, Delhi - DPCC"
02-10-2021 00:00,03-10-2021 00:00,51.62,0.68,13.24,29.86,100.05,32.02,Delhi,Delhi,"R K Puram, Delhi - DPCC"
03-10-2021 00:00,04-10-2021 00:00,44.4,0.47,11.02,24.53,74.96,29.26,Delhi,Delhi,"R K Puram, Delhi - DPCC"
04-10-2021 00:00,05-10-2021 00:00,41.51,0.8,9.79,27.06,76.03,31.68,Delhi,Delhi,"R K Puram, Delhi - DPCC"
05-10-2021 00:00,06-10-2021 00:00,44.72,0.69,7.22,31.03,95.99,38.61,Delhi,Delhi,"R K Puram, Delhi - DPCC"
06-10-2021 00:00,07-10-2021 00:00,48.11,0.47,7.24,32.38,95.55,49.19,Delhi,Delhi,"R K Puram, Delhi - DPCC"
07-10-2021 00:00,08-10-2021 00:00,39.75,0.74,8.32,38.88,136.85,65.31,Delhi,Delhi,"R K Puram, Delhi - DPCC"
08-10-2021 00:00,09-10-2021 00:00,49.4,1.1,11.68,44.38,176.16,46.32,Delhi,Delhi,"R K Puram, Delhi - DPCC"
09-10-2021 00:00,10-10-2021 00:00,53.91,1.43,11.27,45.41,182.58,36.42,Delhi,Delhi,"R K Puram, Delhi - DPCC"
10-10-2021 00:00,11-10-2021 00:00,51.46,1.29,7.61,35.96,165.62,35.19,Delhi,Delhi,"R K Puram, Delhi - DPCC"
11-10-2021 00:00,12-10-2021 00:00,50.35,1.54,9.93,40.72,152.88,31.18,Delhi,Delhi,"R K Puram, Delhi - DPCC"
12-10-2021 00:00,13-10-2021 00:00,43.83,0.73,6.96,46.58,165.83,32.26,Delhi,Delhi,"R K Puram, Delhi - DPCC"
13-10-2021 00:00,14-10-2021 00:00,50.06,0.34,4.75,40.13,174,36.14,Delhi,Delhi,"R K Puram, Delhi - DPCC"
14-10-2021 00:00,15-10-2021 00:00,56.31,0.92,6.74,61.09,179.49,66.32,Delhi,Delhi,"R K Puram, Delhi - DPCC"
15-10-2021 00:00,16-10-2021 00:00,26.01,0.66,9.45,57.07,211.84,84.06,Delhi,Delhi,"R K Puram, Delhi - DPCC"
16-10-2021 00:00,17-10-2021 00:00,26.51,0.86,12.72,74.26,279.15,71.22,Delhi,Delhi,"R K Puram, Delhi - DPCC"
17-10-2021 00:00,18-10-2021 00:00,27.46,0.41,3.9,46.73,168.65,45.47,Delhi,Delhi,"R K Puram, Delhi - DPCC"
18-10-2021 00:00,19-10-2021 00:00,23.73,0.28,3.65,29.49,33.94,12.43,Delhi,Delhi,"R K Puram, Delhi - DPCC"
19-10-2021 00:00,20-10-2021 00:00,39.14,0.4,5.71,37.02,86.97,25.06,Delhi,Delhi,"R K Puram, Delhi - DPCC"
20-10-2021 00:00,21-10-2021 00:00,30.11,0.66,7.77,50.79,175.14,39.09,Delhi,Delhi,"R K Puram, Delhi - DPCC"
21-10-2021 00:00,22-10-2021 00:00,31.25,0.46,8.32,52.86,177.58,42.95,Delhi,Delhi,"R K Puram, Delhi - DPCC"
22-10-2021 00:00,23-10-2021 00:00,40.14,0.72,9.75,41.33,133.08,45.09,Delhi,Delhi,"R K Puram, Delhi - DPCC"
23-10-2021 00:00,24-10-2021 00:00,33.39,0.58,6.34,38.97,132.47,28.03,Delhi,Delhi,"R K Puram, Delhi - DPCC"
24-10-2021 00:00,25-10-2021 00:00,38.99,0.42,6.97,35.67,118.93,23.4,Delhi,Delhi,"R K Puram, Delhi - DPCC"
25-10-2021 00:00,26-10-2021 00:00,29.94,0.5,8.67,44.37,91.04,25.77,Delhi,Delhi,"R K Puram, Delhi - DPCC"
26-10-2021 00:00,27-10-2021 00:00,23.82,0.69,10.99,39.74,146.48,62.38,Delhi,Delhi,"R K Puram, Delhi - DPCC"
27-10-2021 00:00,28-10-2021 00:00,22.44,0.55,7.04,60.4,202.11,78.27,Delhi,Delhi,"R K Puram, Delhi - DPCC"
28-10-2021 00:00,29-10-2021 00:00,23.63,0.64,10.55,56.07,214.68,50.82,Delhi,Delhi,"R K Puram, Delhi - DPCC"
29-10-2021 00:00,30-10-2021 00:00,20.25,0.79,11.84,66.38,224.68,41.98,Delhi,Delhi,"R K Puram, Delhi - DPCC"
30-10-2021 00:00,31-10-2021 00:00,20.19,0.54,7,66.15,199.26,35.98,Delhi,Delhi,"R K Puram, Delhi - DPCC"
31-10-2021 00:00,01-11-2021 00:00,26.91,0.77,14.77,54.56,247.72,54.85,Delhi,Delhi,"R K Puram, Delhi - DPCC"
01-11-2021 00:00,02-11-2021 00:00,19.71,1.15,15.23,60.31,234.95,145.32,Delhi,Delhi,"R K Puram, Delhi - DPCC"
02-11-2021 00:00,03-11-2021 00:00,26.48,0.74,18.05,55.25,200.67,136.04,Delhi,Delhi,"R K Puram, Delhi - DPCC"
03-11-2021 00:00,04-11-2021 00:00,41.51,1.66,14.27,57.88,201.04,96.5,Delhi,Delhi,"R K Puram, Delhi - DPCC"
04-11-2021 00:00,05-11-2021 00:00,42.3,0.89,29.3,55.64,352.52,206.02,Delhi,Delhi,"R K Puram, Delhi - DPCC"
05-11-2021 00:00,06-11-2021 00:00,35.07,0.95,45.03,52.39,437.75,349.05,Delhi,Delhi,"R K Puram, Delhi - DPCC"
06-11-2021 00:00,07-11-2021 00:00,48.62,0.76,25.21,72.5,353.21,103.73,Delhi,Delhi,"R K Puram, Delhi - DPCC"
07-11-2021 00:00,08-11-2021 00:00,51.3,0.72,19.74,63.58,304.16,131.33,Delhi,Delhi,"R K Puram, Delhi - DPCC"
08-11-2021 00:00,09-11-2021 00:00,48.46,0.74,15.63,80.19,339.73,206.62,Delhi,Delhi,"R K Puram, Delhi - DPCC"
09-11-2021 00:00,10-11-2021 00:00,42.34,0.95,19.81,76.51,368.27,211.07,Delhi,Delhi,"R K Puram, Delhi - DPCC"
10-11-2021 00:00,11-11-2021 00:00,34.33,0.91,18.01,82.49,345.03,210.28,Delhi,Delhi,"R K Puram, Delhi - DPCC"
11-11-2021 00:00,12-11-2021 00:00,16.4,1.05,12.8,84.43,405.86,260.04,Delhi,Delhi,"R K Puram, Delhi - DPCC"
12-11-2021 00:00,13-11-2021 00:00,36.85,1.16,11.04,80.3,522.26,192.84,Delhi,Delhi,"R K Puram, Delhi - DPCC"
13-11-2021 00:00,14-11-2021 00:00,37.8,0.92,9.95,78.72,375.77,130.57,Delhi,Delhi,"R K Puram, Delhi - DPCC"
14-11-2021 00:00,15-11-2021 00:00,43.28,1.45,13.86,73.56,271.43,135.64,Delhi,Delhi,"R K Puram, Delhi - DPCC"
15-11-2021 00:00,16-11-2021 00:00,36.6,0.94,16.08,87.76,301.21,168.26,Delhi,Delhi,"R K Puram, Delhi - DPCC"
16-11-2021 00:00,17-11-2021 00:00,45.42,0.87,18.25,80.6,346.68,230.4,Delhi,Delhi,"R K Puram, Delhi - DPCC"
17-11-2021 00:00,18-11-2021 00:00,40.06,1.21,12.98,81.56,310.9,228.6,Delhi,Delhi,"R K Puram, Delhi - DPCC"
18-11-2021 00:00,19-11-2021 00:00,40.1,1.45,10.68,85.99,293.83,230.93,Delhi,Delhi,"R K Puram, Delhi - DPCC"
19-11-2021 00:00,20-11-2021 00:00,36.03,1.19,18.73,84.06,306.65,246.3,Delhi,Delhi,"R K Puram, Delhi - DPCC"
20-11-2021 00:00,21-11-2021 00:00,31.25,0.92,17.23,85.49,321.76,246.93,Delhi,Delhi,"R K Puram, Delhi - DPCC"
21-11-2021 00:00,22-11-2021 00:00,51.96,,9.42,72.26,270.62,210.29,Delhi,Delhi,"R K Puram, Delhi - DPCC"
22-11-2021 00:00,23-11-2021 00:00,51.71,0.09,13.33,63.93,257.61,157.54,Delhi,Delhi,"R K Puram, Delhi - DPCC"
23-11-2021 00:00,24-11-2021 00:00,49.8,0.48,14.62,59.13,268.66,177.59,Delhi,Delhi,"R K Puram, Delhi - DPCC"
24-11-2021 00:00,25-11-2021 00:00,34.98,,12.73,73.69,305.23,227.95,Delhi,Delhi,"R K Puram, Delhi - DPCC"
25-11-2021 00:00,26-11-2021 00:00,44.75,3.11,10.48,69.07,308.55,268.76,Delhi,Delhi,"R K Puram, Delhi - DPCC"
26-11-2021 00:00,27-11-2021 00:00,53.04,2.6,30.83,101.47,,,Delhi,Delhi,"R K Puram, Delhi - DPCC"
27-11-2021 00:00,28-11-2021 00:00,44.26,1.28,13.65,57.41,,,Delhi,Delhi,"R K Puram, Delhi - DPCC"
28-11-2021 00:00,29-11-2021 00:00,50.43,1.44,16.54,52.16,,307,Delhi,Delhi,"R K Puram, Delhi - DPCC"
29-11-2021 00:00,30-11-2021 00:00,56.36,0.78,17.78,70.99,315.17,247.5,Delhi,Delhi,"R K Puram, Delhi - DPCC"
30-11-2021 00:00,01-12-2021 00:00,51.67,0.67,13.42,64.85,290.28,203.02,Delhi,Delhi,"R K Puram, Delhi - DPCC"
01-12-2021 00:00,02-12-2021 00:00,22.65,0.96,13.41,88.07,360.06,256.5,Delhi,Delhi,"R K Puram, Delhi - DPCC"
02-12-2021 00:00,03-12-2021 00:00,20.7,0.32,10.77,61.93,383.42,306.05,Delhi,Delhi,"R K Puram, Delhi - DPCC"
03-12-2021 00:00,04-12-2021 00:00,31.4,0.78,11.48,55.07,277.14,219.07,Delhi,Delhi,"R K Puram, Delhi - DPCC"
